question,document
"How are feedback scores and relevance labels added to a generated conversation, and how often do they get written?",05-monitoring/lessons/11-synthetic-data.md
"How do you run the data generator, and how does it keep the dashboard updating in real time?",05-monitoring/lessons/11-synthetic-data.md
Why would I use Grafana instead of just keeping the Streamlit dashboard for this project?,05-monitoring/lessons/12-grafana.md
How do I launch Grafana in Docker so it can share the same network and keep my dashboards after a restart?,05-monitoring/lessons/12-grafana.md
What PostgreSQL connection settings do I need to add Grafana as a data source?,05-monitoring/lessons/12-grafana.md
"In Grafana queries, why should I use the selected time range variables and alias my timestamp column as time?",05-monitoring/lessons/12-grafana.md
"What panels does the lesson build in the dashboard, and which chart type is used for each one?",05-monitoring/lessons/12-grafana.md
"Why would I use Docker Compose instead of starting PostgreSQL, Grafana, and the app one by one?",05-monitoring/lessons/13-docker-compose.md
"What services are included in the Compose setup, and how are they connected to each other?",05-monitoring/lessons/13-docker-compose.md
"What does the Streamlit container need in its Dockerfile, and how is it started inside the container?",05-monitoring/lessons/13-docker-compose.md
"Which environment variables does this project expect in the .env file, and what are they for?",05-monitoring/lessons/13-docker-compose.md
"How do you start the full stack, initialize the database, and then shut everything down again?",05-monitoring/lessons/13-docker-compose.md
What extra things did the project add after the basic RAG app to help with monitoring and debugging?,05-monitoring/lessons/14-next-steps.md
"What are some tools you can use instead of wiring up LLM tracing and monitoring yourself, and what are they good for?",05-monitoring/lessons/14-next-steps.md
Why would you want to process logs and judge calls asynchronously in a real production setup?,05-monitoring/lessons/14-next-steps.md
What is the main tradeoff between building your own observability stack and using a framework like Logfire or Langfuse?,05-monitoring/lessons/14-next-steps.md
"What should you do next if you want to go beyond RAG, like monitoring an agent or running the whole stack with one command?",05-monitoring/lessons/14-next-steps.md
"What are the main steps in a RAG pipeline, from getting documents into the system to answering a user question?",06-best-practices/lessons/01-intro.md
Why do improvements in RAG usually concentrate on the search step instead of the indexing step?,06-best-practices/lessons/01-intro.md
What are the five retrieval tricks this lesson says can make RAG better?,06-best-practices/lessons/01-intro.md
"Which two RAG methods does this module focus on most, and why are they emphasized?",06-best-practices/lessons/01-intro.md
How does this lesson define the difference between using vector search and keyword search together?,06-best-practices/lessons/01-intro.md
How does hybrid search combine semantic retrieval and exact-match search?,06-best-practices/lessons/02-hybrid-search.md
"What formula is used to blend vector and keyword scores, and what do different alpha values mean?",06-best-practices/lessons/02-hybrid-search.md
How does reciprocal rank fusion decide which document should rank higher?,06-best-practices/lessons/02-hybrid-search.md
What does the k parameter change in reciprocal rank fusion?,06-best-practices/lessons/02-hybrid-search.md
How do you combine keyword search and vector search results in the final hybrid_search function?,06-best-practices/lessons/02-hybrid-search.md
Why do we need reranking after the first document search step?,06-best-practices/lessons/03-reranking.md
How does Reciprocal Rank Fusion decide which results should come first?,06-best-practices/lessons/03-reranking.md
What happens in Elasticsearch if I try to use the built-in RRF on the free plan?,06-best-practices/lessons/03-reranking.md
"If I want to do RRF myself, what is the basic way to combine vector and keyword results?",06-best-practices/lessons/03-reranking.md
Did adding RRF actually improve search quality in the lesson’s evaluation?,06-best-practices/lessons/03-reranking.md
How do I use LangChain to do the same hybrid search I built directly in Elasticsearch?,06-best-practices/lessons/04-langchain.md
What package installs do I need before using ElasticsearchRetriever with LangChain?,06-best-practices/lessons/04-langchain.md
How is the hybrid query set up to mix keyword matching and vector search in this lesson?,06-best-practices/lessons/04-langchain.md
"What does the retriever return, and how do I print the matched question and its score?",06-best-practices/lessons/04-langchain.md
Does using LangChain change the actual Elasticsearch query results or just make the code cleaner?,06-best-practices/lessons/04-langchain.md
How does combining vector search with keyword search help retrieval in RAG?,06-best-practices/lessons/05-next-steps.md
"What is reranking in search, and why can even a basic RRF approach help results?",06-best-practices/lessons/05-next-steps.md
"If I use LangChain with Elasticsearch, what changes in the way the query works?",06-best-practices/lessons/05-next-steps.md
"What is the idea behind small-to-big chunk retrieval, and why would ParentDocumentRetriever be useful?",06-best-practices/lessons/05-next-steps.md
What are some other RAG improvements worth trying besides hybrid search and reranking?,06-best-practices/lessons/05-next-steps.md
"What kind of app are you building in this project, and what exercise questions should it handle?",07-project-example/lessons/01-intro.md
How do you create the exercise dataset if there isn’t a real FAQ source available?,07-project-example/lessons/01-intro.md
What fields does each exercise record need to include in the dataset model?,07-project-example/lessons/01-intro.md
How does the retrieval step work before the language model writes the answer?,07-project-example/lessons/01-intro.md
"What parts are added after the basic RAG pipeline, like the API, monitoring, and deployment?",07-project-example/lessons/01-intro.md
How do you check whether the retrieval part of a RAG app is actually working well?,07-project-example/lessons/02-evaluating-retrieval.md
What should a project README include for this exercise and how can ChatGPT help write it?,07-project-example/lessons/02-evaluating-retrieval.md
How are the evaluation questions and ground-truth matches created for each exercise?,07-project-example/lessons/02-evaluating-retrieval.md
"Which metrics are used to score retrieval quality, and what do they measure?",07-project-example/lessons/02-evaluating-retrieval.md
"How can you tune the field boost values, and how do you split the data for validation and testing?",07-project-example/lessons/02-evaluating-retrieval.md
How do you tell whether a RAG system is failing because it retrieved bad documents or because the final answer itself is weak?,07-project-example/lessons/03-evaluating-rag.md
"If I don’t have reference answers for every query, how can I score the answers my RAG model generates?",07-project-example/lessons/03-evaluating-rag.md
What labels does the judge model use when checking whether a generated answer fits the user’s question?,07-project-example/lessons/03-evaluating-rag.md
"In this lesson’s example, how are the questions sampled and the evaluation results stored for later analysis?",07-project-example/lessons/03-evaluating-rag.md
How can I compare two different LLMs in a RAG setup to see whether the pricier one is actually worth it?,07-project-example/lessons/03-evaluating-rag.md
How do I turn the notebook version of the project into a Python app with separate files?,07-project-example/lessons/04-interface.md
Why does the data loading happen when the program starts instead of as a one-time index build?,07-project-example/lessons/04-interface.md
"What does the search function do with the query, and why are some fields weighted more than others?",07-project-example/lessons/04-interface.md
How is the prompt for the language model assembled from the retrieved exercise records?,07-project-example/lessons/04-interface.md
"What does the Flask endpoint return when I POST a question, and what happens if the question is missing?",07-project-example/lessons/04-interface.md
How does the RAG function score each generated reply for relevance before returning it?,07-project-example/lessons/05-monitoring.md
What database tables are created to track chats and user ratings in this project?,07-project-example/lessons/05-monitoring.md
How does the Flask API save a question-and-answer exchange and also let users send feedback later?,07-project-example/lessons/05-monitoring.md
"What services are included in the Docker Compose setup for this app, and what does each one do?",07-project-example/lessons/05-monitoring.md
How do you bring up the containers and set up the database after starting the project?,07-project-example/lessons/05-monitoring.md
What kinds of fixes or polish were added after the project was recorded?,07-project-example/lessons/06-summary.md
About how much did the whole project end up costing in OpenAI API usage?,07-project-example/lessons/06-summary.md
How was the project able to keep the API spending so low?,07-project-example/lessons/06-summary.md
What advice does the lesson give for building a similar project from scratch?,07-project-example/lessons/06-summary.md
What pieces are included in the finished fitness assistant project?,07-project-example/lessons/06-summary.md
How should I split articles or wiki pages so they work better for embedding and search?,07-project-example/lessons/07-chunking.md
"If I only have one long transcript or PDF, what’s the best way to chunk it for retrieval?",07-project-example/lessons/07-chunking.md
"For books or other very long text, should I chunk the whole thing at once or treat chapters separately?",07-project-example/lessons/07-chunking.md
How do you handle images or slide decks when you want to search them with embeddings?,07-project-example/lessons/07-chunking.md
"What does semantic chunking mean, and why might it be better than cutting text by fixed length?",07-project-example/lessons/07-chunking.md
