question,document
"Why does the course examples use Gemini, and where can I find a list of other free or free-tier LLM options?",f442efe5b4
"Is there a way to build a Kestra flow without typing YAML by hand, like some kind of form or editor?",bfe5502c30
How can I have Kestra create a workflow from plain English instead of me writing the steps myself?,bfe5502c30
Can I use tools like Claude Code or Codex to generate a Kestra workflow and send it straight into Kestra from my editor?,bfe5502c30
"If I already have a Python script, does Kestra force me to rewrite it into orchestration code like Airflow does?",bfe5502c30
"For very simple automations like sending a Slack message when something happens, should I just use Zapier or n8n instead of Kestra?",bfe5502c30
"Why does ChatGPT sometimes make up Kestra YAML fields like `bucket` or `name`, and what's the right way to check the real ones?",93a3e8b98c
How can I stop an AI assistant from generating invalid Kestra plugin properties for my current version?,93a3e8b98c
I got wrong YAML for `io.kestra.plugin.gcp.gcs.Upload` — why is it using `bucket` and `name` instead of `to`?,93a3e8b98c
"For `LoadFromGcs`, should I set `projectId`, `dataset`, and `table`, or is it supposed to be one `destinationTable` value?",93a3e8b98c
What's the safest way to validate Kestra flow YAML produced by AI so it matches the plugin docs and runs correctly?,93a3e8b98c
Why do we need to keep an eye on token usage in a Kestra flow with LLM calls?,a4adc70f41
Is token tracking mainly for avoiding surprise costs when the workflow runs on a loop or schedule?,a4adc70f41
How does watching token counts help with prompt tuning and cutting down unnecessary output?,a4adc70f41
Can Kestra use token usage as a guardrail so a workflow doesn’t keep spending too much?,a4adc70f41
"Where does the workflow get the token count from, and how can I show it in logs or dashboards?",a4adc70f41
"Why does Docker Desktop say mounts denied for a /tmp path when I start Kestra, and how can I make it work?",dd8b4c9fda
What should I change in Docker Desktop if a container cannot access /tmp/kestra-wd or another host folder?,dd8b4c9fda
I keep getting 'path is not shared from the host' in Docker Desktop; where do I add that directory?,dd8b4c9fda
How do I allow Docker Desktop to mount /tmp so `docker compose up -d` runs without the shared path error?,dd8b4c9fda
"After seeing the mounts denied error on a local folder, what settings in Docker Desktop need to be updated and restarted?",dd8b4c9fda
"For the Module 3 Kestra homework, what exactly am I supposed to upload if I did everything in the Kestra UI and not in a normal code editor?",f29f622684
"Do I need to submit the actual Kestra flow YAML files for the homework, or is a screenshot / written summary enough?",f29f622684
"The homework form wants a public repo link, but my work was mostly inside Kestra — what should I put in the repo so it counts?",f29f622684
"Should I include any scripts that my Kestra flows use, or only the flow definitions themselves?",f29f622684
"Is it necessary to add a README for Module 3 homework submission, or can I just upload the flow files and submit the repo link?",f29f622684
Why do I get `JSONDecodeError: Expecting value` when I try to parse the LLM output with `json.loads()`?,a3c7e1b4f9
How can I make the model return only valid JSON when generating ground-truth questions?,a3c7e1b4f9
What should I add to my prompt so the LLM doesn't wrap the answer in a code block or extra text?,a3c7e1b4f9
Is there a recommended way to use OpenAI so the response is guaranteed to be JSON?,a3c7e1b4f9
Does Gemini or Groq have something like OpenAI's JSON mode for this case?,a3c7e1b4f9
Why does my Jupyter kernel keep crashing when I try to embed the ground-truth set in Module 4?,b8f2d6a30c
What should I do if my laptop or Codespaces runs out of memory while loading the embedding model in the eval notebook?,b8f2d6a30c
Is there a smaller sentence-transformers model I can use instead of the default embedder for evaluation?,b8f2d6a30c
How can I avoid the notebook memory issue by running the embedding step outside Jupyter and then reusing the vectors?,b8f2d6a30c
"Does using a different machine type or batching the ground-truth embeddings help prevent kernel crashes, and how?",b8f2d6a30c
Why do I still hit Gemini rate limits even after adding a 4-second sleep in the loop?,c1e9f4b820
What should I use instead of free Gemini if I want to generate the whole ground-truth dataset without constant quota errors?,c1e9f4b820
How can I reduce API quota problems when I’m using a thread pool for evaluation data generation?,c1e9f4b820
"Is there a better free option than Gemini for this task, and which model should I try?",c1e9f4b820
What’s the easiest way to avoid losing progress if the dataset generation stops because of rate limits?,c1e9f4b820
"How do I fix the WinError 126 ""fbgemm.dll"" missing error on Windows when importing torch?",15e931476c
Is installing the Visual C++ Redistributable enough for the PyTorch fbgemm.dll error on Windows?,15e931476c
"Do I need Visual Studio or just VS Code to solve the ""specified module could not be found"" error with torch in Windows?",15e931476c
What should I install on Windows if Python says it can't load torch\lib\fbgemm.dll or one of its dependencies?,15e931476c
I'm getting an OSError on Windows about fbgemm.dll during torch import — what are the common fixes?,15e931476c
"Why am I getting psycopg2 OperationalError about not being able to translate host name postgres when I run python prep.py, and what should I change in the .env file?",4b65d5542d
How do I fix the psycopg2 error saying it can't find the postgres host while running prep.py?,4b65d5542d
My prep.py fails with OperationalError: could not translate host name postgres to address. What host value should I use instead?,4b65d5542d
What should I update in .env if python prep.py throws a PostgreSQL host resolution error for postgres?,4b65d5542d
How can I resolve the No such host is known error for postgres when setting up the monitoring module?,4b65d5542d
How do I make Pandas show the full text in a column instead of cutting it off?,641aedbbf5
What Pandas setting should I change to see the entire Explanation field in the offline rag evaluation notebook?,641aedbbf5
"Why does Pandas keep truncating long strings in my dataframe, and how can I stop that?",641aedbbf5
"In the LLM-as-judge part, how can I display the complete judge explanation without the ...?",641aedbbf5
Is there a quick Pandas option to remove the 50-character column limit and view full text?,641aedbbf5
How do I normalize a vector stored in a Pandas DataFrame column?,5039707c1a
What’s a simple way to normalize each item in a Pandas Series with NumPy?,5039707c1a
Can I use apply() to turn vectors in a DataFrame column into unit vectors?,5039707c1a
How would you write a small lambda to normalize vectors inside a Pandas column?,5039707c1a
"Is there a quick example for normalizing values in df[""org_col""] and saving them to a new column?",5039707c1a
How do I get the 75th percentile of a pandas DataFrame column?,b4c8ac5a0c
What’s the easiest way to compute a 0.75 quantile in a Pandas Series?,b4c8ac5a0c
How can I find the percentile value for one column in a DataFrame using pandas?,b4c8ac5a0c
Is there a simple pandas method to calculate a quantile like 0.75?,b4c8ac5a0c
"In pandas, how do I return the 75% percentile for a column?",b4c8ac5a0c
"How do I wipe all Docker containers from the command line, even the ones that are still running?",66ccbb7da0
What’s the quickest terminal command to force-remove every Docker image on my machine?,66ccbb7da0
Is there a simple way to delete all Docker volumes at once using one command?,66ccbb7da0
"How can I clean out every container, image, and volume in Docker from the terminal?",66ccbb7da0
"What commands should I run if I want to remove all Docker resources in bulk, including running containers and saved volumes?",66ccbb7da0
How can I make sure a user can only leave one piece of feedback per submitted prompt in Streamlit?,2e729f1271
Why does `st.session.submitted` keep getting set back to True after I click one of the feedback buttons?,2e729f1271
"I have an ask button and +/- feedback buttons, but I want the feedback controls disabled unless a prompt was submitted — how do I fix the session state part?",2e729f1271
What’s the right way to handle Streamlit session state when one feedback button seems to trigger `submitted` again?,2e729f1271
Is there a known fix for Streamlit session attributes getting reassigned when using ask and feedback buttons together?,2e729f1271
"Why does docker-compose say `streamlit` is not found in `$PATH` when I start my app, even though it works normally on my machine?",e8df9f0d12
Do I need a Dockerfile for a Streamlit app if I'm launching it with docker-compose?,e8df9f0d12
Where should I add `streamlit` so docker-compose can actually run the app inside the container?,e8df9f0d12
What’s the right command to rebuild everything after fixing the Docker setup for my Streamlit app?,e8df9f0d12
"I can run the Streamlit app outside Docker, but container startup fails with an exec error — what am I missing in my compose setup?",e8df9f0d12
"Can we do the capstone together as a team, or does each person need to submit their own project?",0fab61eca2
"If I work on a shared idea with another student, is that allowed for the capstone?",0fab61eca2
"Does the capstone have to be individual, or can one project be split across multiple people?",0fab61eca2
Can two students use the same system if each one has their own part and repo?,0fab61eca2
What happens if the submitted work can’t be graded separately for each person?,0fab61eca2
"Do I need to submit two capstone projects, or is one project enough?",d5fc98925d
What does attempt #1 and attempt #2 mean for the capstone submission?,d5fc98925d
"If my first submission gets rejected, can I fix it and send it again later?",d5fc98925d
"Can I submit two projects just to get more practice, and if so do they need to be different?",d5fc98925d
What happens if I miss the first submission window and only make the second one?,d5fc98925d
"Can I use the competition as my capstone project, or is the capstone supposed to be done alone?",e892d44e42
"If I join the math-kaggle-llm-competition with a team, does that still count toward the capstone?",e892d44e42
"Is the capstone in this course an individual project only, even if the competition allows groups?",e892d44e42
"Are we allowed to team up for the competition, and would that replace the capstone requirement?",e892d44e42
"Does participating in the competition satisfy the capstone, or do I still need to do an individual attempt?",e892d44e42
How will my capstone project be graded in this course?,9a2e2d2008
Who actually reviews a submitted capstone project?,9a2e2d2008
Will I need to review other students' capstone projects too?,9a2e2d2008
What happens if I don't grade the projects I'm supposed to review?,9a2e2d2008
How is the final score for the capstone project determined?,9a2e2d2008
"After the project submission deadline, how are the review assignments distributed to each participant?",eae0fb50aa
"Will we get the project grading tasks before the deadline, or only after it closes?",eae0fb50aa
What happens once submissions are due — is there a spreadsheet for the review assignments?,eae0fb50aa
How many projects will each person be asked to review or grade after the deadline?,eae0fb50aa
"Is there a shared Excel file for assigning capstone project reviews, and when does it go out?",eae0fb50aa
"I already submitted my capstone project, so why am I still not able to review any other projects yet?",a8a7fef016
When do the projects get assigned to us for evaluation after the submission deadline is over?,a8a7fef016
"Can I pick which capstone projects I want to review, or are they assigned automatically?",a8a7fef016
Is it normal that I can’t start reviewing projects before the list is released?,a8a7fef016
"I turned in my project already, but the review page is empty — what should I expect next?",a8a7fef016
Where can I find some project ideas and datasets for the capstone?,e76a70cde3
Is there a GitHub page with suggestions for datasets I can use in the project?,e76a70cde3
I’m looking for ideas for the capstone project — do you have a link or resource for that?,e76a70cde3
"What’s the best place to check for project topics, datasets, and general guidelines?",e76a70cde3
Can you point me to a page with example ideas plus tips for the final project?,e76a70cde3
"Do I actually need Airflow, Mage, or Kestra for the capstone ingestion pipeline, or is a normal Python script enough?",d4f7c08ea1
"If I build the ingestion steps in a Jupyter notebook instead of a script, do I still get full credit?",d4f7c08ea1
Will using an orchestrator help me get more points for the ingestion pipeline part of the project?,d4f7c08ea1
"When does it make sense to use an orchestration tool in the capstone, like for daily data updates?",d4f7c08ea1
Should I avoid adding Airflow or similar tools just to satisfy the project rubric?,d4f7c08ea1
How can I evaluate a recommender-style RAG when I don't have obvious ground-truth Q&A pairs?,9b0e2d6a47
What's a good way to create synthetic test queries for item retrieval using an LLM?,9b0e2d6a47
"After generating fake user queries, which retrieval metrics should I use to judge the ranking quality?",9b0e2d6a47
Is there a way to assess the full RAG output with an LLM instead of only checking retrieval hits?,9b0e2d6a47
"For recommendation tasks with multiple acceptable results, why would NDCG be better than simple hit rate?",9b0e2d6a47
What chunking approach should I use for a really large PDF corpus with lots of paragraphs?,6f2a8b3d10
Should I start with a simple fixed-size chunker or try something smarter right away?,6f2a8b3d10
Is it worth having an LLM split documents into sections before I index them?,6f2a8b3d10
"Can adding a short summary to each chunk help retrieval, and how would I use it?",6f2a8b3d10
"For long legal or financial docs, should I rely on dense search only or combine it with BM25?",6f2a8b3d10
"When you say my capstone has to be reproducible, does that mean a reviewer should be able to run it from a fresh clone and rebuild everything themselves?",e5d8a2c761
"Do I need to put my OpenAI or other API keys in the repo so the reviewer can test the project, or should they use their own credentials?",e5d8a2c761
What's the right way to handle environment variables for the project — should I include an example .env file and keep the real one out of git?,e5d8a2c761
"Should I make sure the index or dataset setup can be recreated with a script or notebook, rather than asking the reviewer to rely on my existing files?",e5d8a2c761
Is it important to lock dependency versions and mention the Python/Docker versions so the project runs the same way on someone else's machine?,e5d8a2c761
"Can I do the homework and capstone in a language other than Python, like JavaScript or Go?",ea815eb858
"Is it okay to use TypeScript, Rust, Java, Scala, C#, or R instead of Python for the project?",ea815eb858
"If I choose a non-Python stack for the capstone, what do I need to include in the README so it can still be reviewed?",ea815eb858
"Do reviewers expect the homework and final project to be done in Python, or can I submit another language if I really want to?",ea815eb858
"What kind of setup instructions should I provide if my project is not in Python, so it works on Windows, macOS, and Linux?",ea815eb858
Where do I look to see past LLM Zoomcamp capstone projects?,930286278d
Is there a page with submitted LLM Zoomcamp project repos from earlier cohorts?,930286278d
Can I browse examples of 2024 and 2025 LLM Zoomcamp projects somewhere?,930286278d
Where can I find previous capstone submissions to get a feel for the project scope?,930286278d
Do you have links to older LLM Zoomcamp project pages for reference?,930286278d
Do I need to reserve or announce my capstone project idea before I start working on it?,897a350476
Should I ask for approval first if I want to use a project topic that may be similar to someone else's?,897a350476
"Can I just begin my capstone project without posting the idea anywhere, or is there some reservation step?",897a350476
"If I want feedback on my project idea, where should I ask before starting?",897a350476
"Are project ideas from previous LLM Zoomcamp capstone submissions off limits, or can I do something similar if my own work meets the requirements?",897a350476
Can I build my capstone as a Telegram or WhatsApp bot instead of a website?,7318a90b14
"Is a web app required for the final project, or can I use something else?",7318a90b14
Would a CLI or Slack app be acceptable for the project interface?,7318a90b14
Are there any rules about how the end user should access the capstone project?,7318a90b14
"If I choose a non-web interface, does the course show how to build it or do I need to handle that myself?",7318a90b14
"What’s the best way to pull text out of PDFs for a RAG app, or does the course expect a specific library?",d8b28c47a0
"If my PDFs are scanned images with no text layer, what OCR option should I use?",d8b28c47a0
"Has anyone tried docling or pymupdf4llm for PDF extraction in the capstone project, and are they good for Markdown output?",d8b28c47a0
Is unstructured worth using if my docs have messy layouts and different file types?,d8b28c47a0
"After extracting text from PDFs, what should I do next to get the docs ready for RAG?",d8b28c47a0
"Can I reuse the workshop content in my own capstone project, or is it only for the workshop exercises?",d850a0e7ea
"Is it okay to take the dlt workshop examples and use them in a different Zoomcamp project, like MLOps?",d850a0e7ea
"Since dlt is open source, am I allowed to use the material directly in my own project work?",d850a0e7ea
"If I want to build something with the workshop content, do I need special permission first?",d850a0e7ea
"Can I share or adapt the workshop materials for another project, or should I keep them just for class?",d850a0e7ea
How do I create a new dlt project for loading data from cloud storage?,6bceeebf04
What command should I run to initialize a dlt filesystem source with DuckDB?,6bceeebf04
I'm starting the dlt cloud ingestion workshop—how do I set up the project from the terminal?,6bceeebf04
Is there a dlt init command for a filesystem-to-duckdb pipeline?,6bceeebf04
Where can I find the setup instructions for the dlt filesystem tutorial?,6bceeebf04
"Why do I get `FileNotFoundError: Table notion_pages___homework does not exist` when I try `db.open_table(""notion_pages___homework"")`?",0407213397
"I changed the table name in one place, but opening `notion_pages___homework` still fails — what else should I update?",0407213397
What does it mean if dlt says the table doesn't exist and asks me to call `db.create_table(...)` first?,0407213397
How can I fix the `notion_pages___homework` table error in the open-source data ingestion workshop?,0407213397
Could this error happen because I only renamed part of the pipeline from `employee_handbook` to `homework`?,0407213397
Why am I getting `FileNotFoundError: Table notion_pages___homework does not exist` when I run `main()`?,e95bfafc0e
"What table name should I use if `db.open_table(""notion_pages___homework"")` is failing in my script?",e95bfafc0e
I see an error saying the table doesn’t exist — which line should I check in the dlt homework code?,e95bfafc0e
How do I fix the `notion_pages___homework` table error in the open-source data ingestion workshop?,e95bfafc0e
Is there a typo or wrong table reference I should change when calling `db.open_table(...)`?,e95bfafc0e
How can I see which tables exist in the database?,e394e6f738
Is there a way to list all tables in the db with dlt?,e394e6f738
What method should I call to get the table names?,e394e6f738
How do I check the tables available in my database?,e394e6f738
Can I use db.table_names() to find out what tables are in the database?,e394e6f738
Does DLT already support ClickHouse or StarRocks connectors?,cd19f122f3
Can I use DLT to load data into ClickHouse or StarRocks somehow?,cd19f122f3
Are there any built-in connectors in DLT for ClickHouse and StarRocks?,cd19f122f3
Why doesn’t DLT have ClickHouse or StarRocks connectors yet?,cd19f122f3
Is the DLT team accepting community contributions for ClickHouse or StarRocks connectors?,cd19f122f3
"Why am I getting a 401 Unauthorized when my notebook tries to call the Notion search API, and how do I fix it?",0dfba07ace
"My notebook says it doesn’t have secret access for Notion — is this usually a bad token, wrong permissions, or something else?",0dfba07ace
What should I check first if requests to api.notion.com/v1/search keep failing with an authorization error?,0dfba07ace
Could this Notion API error be caused by an expired key or misconfigured access settings in my notebook?,0dfba07ace
How do I troubleshoot Notion API auth issues in the dlt workshop notebook when the endpoint returns 401?,0dfba07ace
"Why does pip keep giving me requests 2.28 when lancedb wants 2.32, and how can I force the right version?",4b30b918bc
Is there a way to install requests straight from the official source so I don’t get the old version?,4b30b918bc
What command should I use to get requests 2.32.3 instead of the version pip picks by default?,4b30b918bc
"I’m hitting a 401 Client Error while setting this up — could it be my key access, or is requests the wrong version?",4b30b918bc
"For the dlt workshop, how do I fix the requests dependency mismatch when lancedb needs a newer release?",4b30b918bc
